hypothesis,model,prompt_id,contest_number,context_prompt_url,N,TOPN_max,TOPN_media,TOPN_min,Real,Votos_Real,Votos_TOP1_Best
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,1,28.0,28.0,28.0,35.0,0.8,0.8
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,2,28.0,23.5,19.0,35.0,0.8,0.8
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,3,28.0,19.666666666666668,12.0,35.0,0.8,0.8
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,4,28.0,18.5,12.0,35.0,0.8,0.8
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,5,28.0,17.2,12.0,35.0,0.8,0.8
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,6,28.0,16.666666666666668,12.0,35.0,0.8,0.8
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-which-the-first-and-last-sentence/,,,7,28.0,16.428571428571427,12.0,35.0,0.8,0.8
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,1,16.0,16.0,16.0,31.0,0.5161290322580645,0.5161290322580645
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,2,18.0,17.0,16.0,31.0,0.5161290322580645,0.5161290322580645
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,3,20.0,18.0,16.0,31.0,0.5161290322580645,0.5161290322580645
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,4,25.0,19.75,16.0,31.0,0.5161290322580645,0.5161290322580645
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,5,25.0,18.8,15.0,31.0,0.5161290322580645,0.5161290322580645
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,6,31.0,20.833333333333332,15.0,31.0,0.5161290322580645,0.5161290322580645
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/create-a-title-with-reedsy-s-title-generator-then-/,,,7,31.0,19.428571428571427,11.0,31.0,0.5161290322580645,0.5161290322580645
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,1,16.0,16.0,16.0,26.0,0.6153846153846154,0.6153846153846154
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,2,16.0,13.5,11.0,26.0,0.6153846153846154,0.6153846153846154
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,3,18.0,15.0,11.0,26.0,0.6153846153846154,0.6153846153846154
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,4,18.0,15.25,11.0,26.0,0.6153846153846154,0.6153846153846154
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,5,18.0,14.6,11.0,26.0,0.6153846153846154,0.6153846153846154
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,6,18.0,14.166666666666666,11.0,26.0,0.6153846153846154,0.6153846153846154
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-in-the-form-of-a-letter-or-several-l/,,,7,26.0,15.857142857142858,11.0,26.0,0.6153846153846154,0.6153846153846154
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,1,37.0,37.0,37.0,44.0,0.8409090909090909,0.8409090909090909
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,2,44.0,40.5,37.0,44.0,0.8409090909090909,0.8409090909090909
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,3,44.0,34.0,21.0,44.0,0.8409090909090909,0.8409090909090909
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,4,44.0,33.5,21.0,44.0,0.8409090909090909,0.8409090909090909
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,5,44.0,30.8,20.0,44.0,0.8409090909090909,0.8409090909090909
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,6,44.0,27.5,11.0,44.0,0.8409090909090909,0.8409090909090909
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-who-s-at-a-loss-f/,,,7,44.0,25.285714285714285,11.0,44.0,0.8409090909090909,0.8409090909090909
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,1,15.0,15.0,15.0,33.0,0.45454545454545453,0.45454545454545453
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,2,21.0,18.0,15.0,33.0,0.45454545454545453,0.45454545454545453
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,3,22.0,19.333333333333332,15.0,33.0,0.45454545454545453,0.45454545454545453
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,4,28.0,21.5,15.0,33.0,0.45454545454545453,0.45454545454545453
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,5,33.0,23.8,15.0,33.0,0.45454545454545453,0.45454545454545453
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,6,33.0,22.166666666666668,14.0,33.0,0.45454545454545453,0.45454545454545453
H2,paraphrase-MiniLM-L12-v2,294::https://blog.reedsy.com/creative-writing-prompts/dialogue/write-a-story-with-the-line-i-didn-t-mean-that-or-/,,,7,33.0,23.285714285714285,14.0,33.0,0.45454545454545453,0.45454545454545453
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,1,12.0,12.0,12.0,30.0,0.4,0.4
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,2,14.0,13.0,12.0,30.0,0.4,0.4
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,3,30.0,18.666666666666668,12.0,30.0,0.4,0.4
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,4,30.0,17.75,12.0,30.0,0.4,0.4
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,5,30.0,16.6,12.0,30.0,0.4,0.4
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,6,30.0,16.666666666666668,12.0,30.0,0.4,0.4
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-includes-the-line-do-i-know-you/,,,7,30.0,15.857142857142858,11.0,30.0,0.4,0.4
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,1,13.0,13.0,13.0,21.0,0.6190476190476191,0.6190476190476191
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,2,17.0,15.0,13.0,21.0,0.6190476190476191,0.6190476190476191
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,3,17.0,13.666666666666666,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,4,17.0,13.25,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,5,17.0,12.8,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,6,17.0,13.166666666666666,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/start-or-end-your-story-with-a-character-making-fo/,,,7,17.0,13.285714285714286,11.0,21.0,0.6190476190476191,0.6190476190476191
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,1,11.0,11.0,11.0,59.0,0.1864406779661017,0.1864406779661017
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,2,12.0,11.5,11.0,59.0,0.1864406779661017,0.1864406779661017
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,3,12.0,11.666666666666666,11.0,59.0,0.1864406779661017,0.1864406779661017
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,4,26.0,15.25,11.0,59.0,0.1864406779661017,0.1864406779661017
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,5,29.0,18.0,11.0,59.0,0.1864406779661017,0.1864406779661017
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,6,29.0,17.666666666666668,11.0,59.0,0.1864406779661017,0.1864406779661017
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/character/center-your-story-around-a-character-who-yearns-fo/,,,7,59.0,23.571428571428573,11.0,59.0,0.1864406779661017,0.1864406779661017
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,1,18.0,18.0,18.0,37.0,0.4864864864864865,0.4864864864864865
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,2,19.0,18.5,18.0,37.0,0.4864864864864865,0.4864864864864865
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,3,19.0,16.666666666666668,13.0,37.0,0.4864864864864865,0.4864864864864865
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,4,19.0,15.75,13.0,37.0,0.4864864864864865,0.4864864864864865
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,5,19.0,15.2,13.0,37.0,0.4864864864864865,0.4864864864864865
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,6,19.0,15.166666666666666,13.0,37.0,0.4864864864864865,0.4864864864864865
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-with-a-person-s-name-in-the-title/,,,7,19.0,15.285714285714286,13.0,37.0,0.4864864864864865,0.4864864864864865
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,1,15.0,15.0,15.0,28.0,0.5357142857142857,0.5357142857142857
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,2,16.0,15.5,15.0,28.0,0.5357142857142857,0.5357142857142857
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,3,25.0,18.666666666666668,15.0,28.0,0.5357142857142857,0.5357142857142857
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,4,28.0,21.0,15.0,28.0,0.5357142857142857,0.5357142857142857
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,5,28.0,20.8,15.0,28.0,0.5357142857142857,0.5357142857142857
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,6,28.0,20.0,15.0,28.0,0.5357142857142857,0.5357142857142857
H2,paraphrase-MiniLM-L12-v2,309::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-two-characters-who-like-e/,,,7,28.0,18.714285714285715,11.0,28.0,0.5357142857142857,0.5357142857142857
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,1,19.0,19.0,19.0,23.0,0.8260869565217391,0.8260869565217391
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,2,19.0,15.0,11.0,23.0,0.8260869565217391,0.8260869565217391
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,3,19.0,14.333333333333334,11.0,23.0,0.8260869565217391,0.8260869565217391
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,4,23.0,16.5,11.0,23.0,0.8260869565217391,0.8260869565217391
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,5,23.0,16.4,11.0,23.0,0.8260869565217391,0.8260869565217391
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,6,23.0,15.5,11.0,23.0,0.8260869565217391,0.8260869565217391
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-where-a-character-s-true-identity-or/,,,7,23.0,14.857142857142858,11.0,23.0,0.8260869565217391,0.8260869565217391
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,1,15.0,15.0,15.0,47.0,0.3191489361702128,0.3191489361702128
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,2,15.0,14.5,14.0,47.0,0.3191489361702128,0.3191489361702128
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,3,15.0,13.666666666666666,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,4,15.0,13.75,12.0,47.0,0.3191489361702128,0.3191489361702128
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,5,15.0,13.2,11.0,47.0,0.3191489361702128,0.3191489361702128
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,6,20.0,14.333333333333334,11.0,47.0,0.3191489361702128,0.3191489361702128
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/include-the-word-hero-mask-or-truth-in-your-story-/,,,7,20.0,14.285714285714286,11.0,47.0,0.3191489361702128,0.3191489361702128
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,1,12.0,12.0,12.0,23.0,0.5217391304347826,0.5217391304347826
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,2,14.0,13.0,12.0,23.0,0.5217391304347826,0.5217391304347826
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,3,14.0,12.333333333333334,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,4,14.0,12.0,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,5,18.0,13.2,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,6,18.0,13.333333333333334,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-from-the-pov-of-someone-who-s-hiding/,,,7,18.0,13.142857142857142,11.0,23.0,0.5217391304347826,0.5217391304347826
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,1,20.0,20.0,20.0,20.0,1.0,1.0
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,2,20.0,15.5,11.0,20.0,1.0,1.0
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,3,20.0,15.666666666666666,11.0,20.0,1.0,1.0
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,4,20.0,14.5,11.0,20.0,1.0,1.0
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,5,20.0,14.8,11.0,20.0,1.0,1.0
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,6,20.0,15.5,11.0,20.0,1.0,1.0
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-someone-s-public-image-an/,,,7,20.0,16.142857142857142,11.0,20.0,1.0,1.0
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,1,12.0,12.0,12.0,20.0,0.6,0.6
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,2,20.0,16.0,12.0,20.0,0.6,0.6
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,3,20.0,15.333333333333334,12.0,20.0,0.6,0.6
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,4,20.0,15.5,12.0,20.0,0.6,0.6
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,5,20.0,14.6,11.0,20.0,0.6,0.6
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,6,20.0,15.166666666666666,11.0,20.0,0.6,0.6
H2,paraphrase-MiniLM-L12-v2,316::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-that-includes-the-line-can-you-keep-/,,,7,20.0,15.166666666666666,11.0,20.0,0.6,0.6
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,1,14.0,14.0,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,2,17.0,15.5,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,3,17.0,15.0,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,4,28.0,18.25,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,5,28.0,17.4,14.0,29.0,0.4827586206896552,0.4827586206896552
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,6,28.0,16.5,12.0,29.0,0.4827586206896552,0.4827586206896552
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/short-story/write-a-story-inspired-by-the-ultimate-cliched-twi/,,,7,29.0,18.285714285714285,12.0,29.0,0.4827586206896552,0.4827586206896552
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,1,40.0,40.0,40.0,40.0,1.0,1.0
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,2,40.0,34.0,28.0,40.0,1.0,1.0
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,3,40.0,32.0,28.0,40.0,1.0,1.0
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,4,40.0,26.75,11.0,40.0,1.0,1.0
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,5,40.0,24.4,11.0,40.0,1.0,1.0
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,6,40.0,23.0,11.0,40.0,1.0,1.0
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/angst/center-your-story-around-a-character-s-addiction-o/,,,7,40.0,24.428571428571427,11.0,40.0,1.0,1.0
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,1,12.0,12.0,12.0,34.0,0.35294117647058826,0.35294117647058826
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,2,15.0,13.5,12.0,34.0,0.35294117647058826,0.35294117647058826
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,3,34.0,20.333333333333332,12.0,34.0,0.35294117647058826,0.35294117647058826
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,4,34.0,18.75,12.0,34.0,0.35294117647058826,0.35294117647058826
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,5,34.0,17.4,12.0,34.0,0.35294117647058826,0.35294117647058826
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,6,34.0,19.166666666666668,12.0,34.0,0.35294117647058826,0.35294117647058826
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/drama/write-a-story-that-keeps-a-key-detail-hidden-from-/,,,7,34.0,18.0,11.0,34.0,0.35294117647058826,0.35294117647058826
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,1,11.0,11.0,11.0,29.0,0.3793103448275862,0.3793103448275862
H2,paraphrase-multilingual-MiniLM,291::https://blog.reedsy.com/creative-writing-prompts/drama/center-your-story-around-a-character-who-successfu/,,,2,16.0,13.5,11.0,29.0,0.3793103448275862,0.3793103448275862
